DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2008-11-12	18849991	Richards JB	2008-10-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18849991	Male-pattern baldness susceptibility locus at 20p11.	Male-pattern baldness	578 European ancestry cases, 547 European ancestry controls	1,351 European ancestry cases, 2,485 European ancestry controls	Xq12	X	67291142	AR	RNU6-394P - AL049641.1	ENSG00000222667	ENSG00000226280		614778	82431	rs6625163-A	rs6625163	0	6625163	intergenic_variant	1	NR	5E-11	10.301029995664		3.3	[2.31-4.71]	Affymetrix [370102]	N
2008-11-12	18849993	Stacey SN	2008-10-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18849993	Common variants on 1p36 and 1q42 are associated with cutaneous basal cell carcinoma but not with melanoma or pigmentation traits.	Basal cell carcinoma	930 European ancestry cases, 33,117 European ancestry controls	1,216 European ancestry cases, 2,844 European ancestry controls	1p36.13	1	17395867	RCC2, ARHGEF10L, PADI4, PADI6	PADI6, PADI6			ENSG00000280949, ENSG00000276747			rs7538876-A	rs7538876	0	7538876	intron_variant	0	0.35	4E-12	11.397940008672		1.28	[1.19-1.37]	Illumina [304083]	N
2008-11-12	18849993	Stacey SN	2008-10-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18849993	Common variants on 1p36 and 1q42 are associated with cutaneous basal cell carcinoma but not with melanoma or pigmentation traits.	Basal cell carcinoma	930 European ancestry cases, 33,117 European ancestry controls	1,216 European ancestry cases, 2,844 European ancestry controls	1q42.13	1	228862088	RHOU	AL078624.1 - AL137793.2	ENSG00000271399	ENSG00000282111		3532	160685	rs801114-G	rs801114	0	801114	intergenic_variant	1	0.33	6E-12	11.2218487496164		1.28	[1.19-1.37]	Illumina [304083]	N
2008-11-12	18978787	Wang Y	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978787	Common 5p15.33 and 6p21.33 variants influence lung cancer risk.	Lung cancer	5,095 European ancestry cases, 5,200 European ancestry controls	2,448 European ancestry cases, 2,983 European ancestry controls	6p21.33	6	31652743	BAT3, MSH5	APOM, APOM, APOM, APOM, APOM, APOM, APOM			ENSG00000227567, ENSG00000226215, ENSG00000204444, ENSG00000235754, ENSG00000231974, ENSG00000224290, ENSG00000206409			rs3117582-C	rs3117582	0	3117582	intron_variant	0	NR	5E-10	9.30102999566398		1.24	[1.16-1.33]	Illumina [223891]	N
2008-11-12	18978787	Wang Y	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978787	Common 5p15.33 and 6p21.33 variants influence lung cancer risk.	Lung cancer	5,095 European ancestry cases, 5,200 European ancestry controls	2,448 European ancestry cases, 2,983 European ancestry controls	5p15.33	5	1321972	CLPTM1L	CLPTM1L			ENSG00000049656			rs401681-G	rs401681	0	401681	intron_variant	0	NR	8E-09	8.09691001300806		1.15	[1.09-1.19]	Illumina [223891]	N
2008-11-12	18978787	Wang Y	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978787	Common 5p15.33 and 6p21.33 variants influence lung cancer risk.	Lung cancer	5,095 European ancestry cases, 5,200 European ancestry controls	2,448 European ancestry cases, 2,983 European ancestry controls	15q25.1	15	78615690	NR	CHRNA3			ENSG00000080644			rs8042374-?	rs8042374	0	8042374	intron_variant	0	NR	8E-12	11.0969100130081				Illumina [223891]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	2p23.3	2	24469940	intergenic	ITSN2 - NCOA1	ENSG00000198399	ENSG00000084676		109226	21974	rs2165738-C	rs2165738	0	2165738	intergenic_variant	1	0.27	4E-06	5.39794000867204		1.07	[1.01-1.13]	Affymetrix [up to 335565]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	6q15	6	90248512	BACH2	BACH2			ENSG00000112182			rs11755527-G	rs11755527	0	11755527	intron_variant	0	0.47	5E-12	11.301029995664		1.13	[1.08-1.19]	Affymetrix [up to 335565]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	10p15.1	10	6348488	PRKCQ	LINC02656	ENSG00000215244			12506		rs947474-G	rs947474	0	947474	regulatory_region_variant	0	0.19	4E-09	8.39794000867204		1.1	[1.03-1.18]	Affymetrix [up to 335565]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	15q25.1	15	78943104	CTSH	CTSH			ENSG00000103811			rs3825932-T	rs3825932	0	3825932	intron_variant	0	0.68	3E-15	14.5228787452803		1.16	[1.10-1.22]	Affymetrix [up to 335565]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	22q12.3	22	37195278	C1QTNF6	C1QTNF6			ENSG00000133466			rs229541-T	rs229541	0	229541	intron_variant	0	0.43	2E-08	7.69897000433602		1.11	[1.05-1.16]	Affymetrix [up to 335565]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	16p13.13	16	11270222	TNP2, PRM3, C16orf75	RMI2			ENSG00000175643			rs416603-T	rs416603	0	416603	intron_variant	0	0.44	3E-06	5.52287874528034		1.06	[1.01-1.12]	Affymetrix [up to 335565]	N
2008-12-01	19011631	Houlston RS	2008-11-16	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19011631	Meta-analysis of genome-wide association data identifies four new susceptibility loci for colorectal cancer.	Colorectal cancer	1,902 European ancestry cases, 1,929 European ancestry controls	18,284 European ancestry cases, 18,926 European ancestry controls	19q13.11	19	33041394	RHPN2	RHPN2			ENSG00000131941			rs10411210-C	rs10411210	0	10411210	intron_variant	0	0.9	5E-09	8.30102999566398		1.15	[1.10-1.20]	Illumina [up to 548586]	N
2008-12-01	19011631	Houlston RS	2008-11-16	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19011631	Meta-analysis of genome-wide association data identifies four new susceptibility loci for colorectal cancer.	Colorectal cancer	1,902 European ancestry cases, 1,929 European ancestry controls	18,284 European ancestry cases, 18,926 European ancestry controls	20p12.3	20	6423634	intergenic	AL109618.3 - CASC20	ENSG00000276915	ENSG00000229876		202875	23089	rs961253-A	rs961253	0	961253	intergenic_variant	1	0.36	2E-10	9.69897000433602		1.12	[1.08-1.16]	Illumina [up to 548586]	N
2008-12-01	19011631	Houlston RS	2008-11-16	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19011631	Meta-analysis of genome-wide association data identifies four new susceptibility loci for colorectal cancer.	Colorectal cancer	1,902 European ancestry cases, 1,929 European ancestry controls	18,284 European ancestry cases, 18,926 European ancestry controls	16q22.1	16	68787043	CDH1	CDH1			ENSG00000039068			rs9929218-G	rs9929218	0	9929218	intron_variant	0	0.29	1E-08	8		1.1	[1.06-1.12]	Illumina [up to 548586]	N
2008-12-01	19011631	Houlston RS	2008-11-16	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19011631	Meta-analysis of genome-wide association data identifies four new susceptibility loci for colorectal cancer.	Colorectal cancer	1,902 European ancestry cases, 1,929 European ancestry controls	18,284 European ancestry cases, 18,926 European ancestry controls	14q22.2	14	53944201	BMP4	AL138479.1 - MIR5580	ENSG00000231922	ENSG00000266431		26448	4226	rs4444235-C	rs4444235	0	4444235	intergenic_variant	1	0.46	8E-10	9.09691001300806		1.11	[1.08-1.15]	Illumina [up to 548586]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	1p13.2	1	113761186	PTPN22	PHTF1 - RSBN1	ENSG00000116793	ENSG00000081019		1697	646	rs6679677-A	rs6679677	0	6679677	intergenic_variant	1	NR	1E-40	40				Affymetrix [up to 335565]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	2q33.2	2	203874196	CTLA4	CTLA4 - ICOS	ENSG00000163599	ENSG00000163600		231	62552	rs3087243-A	rs3087243	0	3087243	intergenic_variant	1	NR	8E-11	10.0969100130081				Affymetrix [up to 335565]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	6p21.32	6	32636595	HLA	HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1			ENSG00000232062, ENSG00000206305, ENSG00000236418, ENSG00000228284, ENSG00000225890, ENSG00000196735			rs9272346-G	rs9272346	0	9272346	intron_variant	0	NR	6E-129	128.221848749616				Affymetrix [up to 335565]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	10p15.1	10	6081532	IL2RA	RPL32P23 - RBM17	ENSG00000214015	ENSG00000134453		9614	7502	rs12251307-T	rs12251307	0	12251307	intergenic_variant	1	NR	2E-06	5.69897000433602				Affymetrix [up to 335565]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	12q24.13	12	112049014	C12orf30	NAA25			ENSG00000111300			rs17696736-G	rs17696736	0	17696736	intron_variant	0	NR	6E-18	17.2218487496164				Affymetrix [up to 335565]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	12q13.2	12	56088396	ERBB3	ERBB3			ENSG00000065361			rs2292239-A	rs2292239	0	2292239	intron_variant	0	NR	3E-16	15.5228787452803				Affymetrix [up to 335565]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	16p13.13	16	11086016	CLEC16A	CLEC16A			ENSG00000038532			rs12708716-G	rs12708716	0	12708716	intron_variant	0	NR	7E-13	12.1549019599857				Affymetrix [up to 335565]	N
2008-11-26	18978792	Cooper JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978792	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	3,561 European ancestry cases, 4,646 European ancestry controls	6,225 European ancestry cases, 6,946 European ancestry controls, 3,064 European ancestry trios from 2,828 families	18p11.21	18	12779948	PTPN2	AP005482.1 - PTPN2	ENSG00000260302	ENSG00000175354		3811	5530	rs2542151-C	rs2542151	0	2542151	intergenic_variant	1	NR	9E-08	7.04575749056068				Affymetrix [up to 335565]	N
2008-12-01	18997786	Bilguvar K	2008-11-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18997786	Susceptibility loci for intracranial aneurysm in European and Japanese populations.	Intracranial aneurysm	1,580 European ancestry cases, 6,276 European ancestry controls	495 Japanese ancestry cases, 676 Japanese ancestry controls	2q33.1	2	197766990	BOLL, PLCL1	AC011997.1, BOLL			ENSG00000222017, ENSG00000152430			rs700651-G	rs700651	0	700651	intron_variant	0	0.35	4E-08	7.39794000867204		1.24	[1.15-1.34]	Illumina [289271]	N
2008-12-01	18997786	Bilguvar K	2008-11-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18997786	Susceptibility loci for intracranial aneurysm in European and Japanese populations.	Intracranial aneurysm	1,580 European ancestry cases, 6,276 European ancestry controls	495 Japanese ancestry cases, 676 Japanese ancestry controls	8q11.23	8	54414531	SOX17	AC027250.1 - RN7SL250P	ENSG00000276605	ENSG00000244107		59413	5937	rs10958409-A	rs10958409	0	10958409	intergenic_variant	1	0.15	1E-10	10		1.36	[1.24-1.49]	Illumina [289271]	N
2008-12-01	18997786	Bilguvar K	2008-11-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18997786	Susceptibility loci for intracranial aneurysm in European and Japanese populations.	Intracranial aneurysm	1,580 European ancestry cases, 6,276 European ancestry controls	495 Japanese ancestry cases, 676 Japanese ancestry controls	8q11.23	8	54524964	SOX17	RP1			ENSG00000104237			rs9298506-A	rs9298506	0	9298506	intron_variant	0	0.81	2E-09	8.69897000433602		1.35	[1.22-1.49]	Illumina [289271]	N
2008-12-01	18997786	Bilguvar K	2008-11-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18997786	Susceptibility loci for intracranial aneurysm in European and Japanese populations.	Intracranial aneurysm	1,580 European ancestry cases, 6,276 European ancestry controls	495 Japanese ancestry cases, 676 Japanese ancestry controls	9p21.3	9	22083405	CDKN2A, CDKN2B	CDKN2B-AS1			ENSG00000240498			rs1333040-T	rs1333040	0	1333040	intron_variant	0	0.55	1E-10	10		1.29	[1.19-1.40]	Illumina [289271]	N
2008-12-09	18978790	McKay JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978790	Lung cancer susceptibility locus at 5p15.33.	Lung cancer	2,971 European ancestry cases, 3,746 European ancestry controls	2,899 European ancestry cases, 5,573 European ancestry controls	5p15.33	5	1320607	TERT, CLPTM1L	CLPTM1L			ENSG00000049656			rs402710-C	rs402710	0	402710	non_coding_transcript_exon_variant	0	NR	4E-06	5.39794000867204		1.18	[1.12-1.24]	Illumina [315194]	N
2008-12-09	18978790	McKay JD	2008-11-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978790	Lung cancer susceptibility locus at 5p15.33.	Lung cancer	2,971 European ancestry cases, 3,746 European ancestry controls	2,899 European ancestry cases, 5,573 European ancestry controls	15q25.1	15	78601997	intergenic	CHRNA3			ENSG00000080644			rs1051730-A	rs1051730	0	1051730	synonymous_variant	0	NR	1E-15	15		1.35	[1.25-1.45]	Illumina [315194]	N
2008-12-09	18997785	Aulchenko YS	2008-11-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18997785	Genetic variation in the KIF1B locus influences susceptibility to multiple sclerosis.	Multiple sclerosis	45 European ancestry cases,195 European ancestry controls	1,316 European ancestry cases, 1,423 European ancestry controls, 1,318 cases and 1,507 controls from 756 families	1p36.22	1	10293054	KIF1B	KIF1B			ENSG00000054523			rs10492972-C	rs10492972	0	10492972	intron_variant	0	0.27	3E-10	9.52287874528034		1.34	[1.23-1.48]	Affymetrix [~ 250000]	N
2009-01-07	19060909	Bouatia-Naji N	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060909	A variant near MTNR1B is associated with increased fasting plasma glucose levels and type 2 diabetes risk.	Fasting plasma glucose	2,151 European ancestry individuals	16,094 European ancestry individuals	11q14.3	11	92940662	MTNR1B	SNRPGP16 - AP003171.1	ENSG00000255287	ENSG00000254874		2996	25135	rs1387153-T	rs1387153	0	1387153	intergenic_variant	1	0.29	2E-36	35.698970004336		0.07	[0.05-0.08] mmol/l increase	Illumina [308846]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	1p36.11	1	25442446	TMEM57	MACO1			ENSG00000204178			rs10903129-G	rs10903129	0	10903129	intron_variant	0	0.54	5E-10	9.30102999566398		0.06	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	2p21	2	43837951	ABCG5	ABCG5, ABCG8			ENSG00000138075, ENSG00000143921			rs6756629-G	rs6756629	0	6756629	missense_variant	0	0.92	2E-11	10.698970004336		0.15	[NR] s.d. increase	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	1p31.3	1	62652525	DOCK7	DOCK7			ENSG00000116641			rs10889353-C	rs10889353	0	10889353	intron_variant	0	0.32	4E-12	11.397940008672		0.08	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19060911	Aulchenko YS	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060911	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	21,848 European ancestry individuals, 714 Orcadian individuals	NA	1p13.3	1	109275908	CELSR2	CELSR2 - PSRC1	ENSG00000143126	ENSG00000134222		157	3648	rs646776-G	rs646776	0	646776	regulatory_region_variant	1	0.22	9E-22	21.0457574905607		0.13	[NR] s.d. decrease	Affymetrix, Illumina [up to 600000]	N
2009-01-12	19079261	Willer CJ	2008-12-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19079261	Six new loci associated with body mass index highlight a neuronal influence on body weight regulation.	Body mass index	32,387 European ancestry individuals	59,082 European ancestry individuals	16q12.2	16	53786615	FTO	FTO			ENSG00000140718			rs9939609-A	rs9939609	0	9939609	intron_variant	0	0.41	4E-51	50.397940008672		0.33	[0.27-0.39] kg/m2 increase	Affymetrix, Illumina [2399588] (imputed)	N
